key,affiliation,uni?
homepages/70/5620,"University of Augsburg, Department of Computer Science, Germany",True
homepages/70/6203,"Google AI, Munich, Germany",True
homepages/70/6203,"Saarland University, Germany",True
homepages/70/6203,"University of Tübingen, WSI/GRIS, Germany",True
homepages/171/4949,"University of Hamburg, Department of Informatics, Germany",True
homepages/n/WolfgangNejdl,"University of Hanover, Germany",True
homepages/n/BernhardNebel,"University of Freiburg, Germany",True
homepages/n/HeikoNeumann,"University of Ulm, Germany",True
homepages/n/HeinrichNiemann,"University of Erlangen-Nuremberg, Germany",True
homepages/n/NassirNavab,"Technical University Munich, Germany",True
homepages/n/HermannNey,"RWTH Aachen University, Germany",True
homepages/n/WernerNutt,"Saarland University, Saarbrücken, Germany",True
homepages/n/HartmutNoltemeier,"University of Würzburg, Germany",True
homepages/n/LyndonJBNixon,"Free University of Berlin, Germany",True
homepages/n/BerndNeumann,"University of Hamburg, Germany",True
homepages/n/ThomasNeumann,"TU Munich, Faculty of Computer Science, Germany",True
homepages/n/MatthiasNeubauer,"University of Freiburg, Germany",True
homepages/n/IreneNtoutsi,"Leibniz University Hannover, Germany",True
homepages/n/IreneNtoutsi,"L3S Research Center, Hannover, Germany",True
homepages/n/IreneNtoutsi,"LMU Munich, Institute of Informatics, Germany",True
homepages/n/PetraNeumann,"University of Magdeburg, Germany",True
homepages/n/TobiasNipkow,"Technical University Munich, Germany",True
homepages/n/RolfNiedermeier,"Technical University of Berlin, Department of Mathematics, Germany",True
homepages/n/DetlefDNauck,"Otto von Guericke University of Magdeburg, Germany",True
homepages/n/ClaudiaNiederee,"L3S Research Center, Hanover, Germany",True
homepages/132/4918,"Ludwig Maximilian University of Munich, Germany",True
homepages/132/3433-2,"RWTH Aachen University, Software Engineering, Department of Computer Science 3, Germany",True
homepages/98/11170,"TU Berlin, Distributed Artificial Intelligence Laboratory, Germany",True
homepages/98/4996-3,"Humboldt University Berlin, Germany",True
homepages/98/6818-2,"Karlsruhe Institute of Technology, Germany",True
homepages/98/3100,"University of Rostock, Germany",True
homepages/98/1744,"University of Bremen, Germany",True
homepages/98/3010-1,"University of Paderborn, Germany",True
homepages/98/4830,"RWTH Aachen University, Germany",True
homepages/98/5319,"Technical University Munich, Germany",True
homepages/98/6812,"Technical University Munich, Germany",True
homepages/98/8071,"University of Würzburg, Institute of Psychology, Germany",True
homepages/98/4996-1,"RWTH Aachen University, Department of Computer Science, Germany",True
homepages/98/6780,"Otto von Guericke University Magdeburg, Faculty of Computer Science, Germany",True
homepages/98/6780,"Karlsruhe Institute of Technology, AIFB, Germany",True
homepages/98/6780,"University of Paderborn, Department of Electrical Engineering, Germany",True
homepages/98/168,"University of Konstanz, Germany",True
homepages/98/8421,"RWTH Aachen University, Germany",True
homepages/98/627-2,"TU München, Germany",True
homepages/98/6818-4,"University of Bamberg, Germany",True
homepages/98/6949-2,"TU Dresden, Germany",True
homepages/98/3919,"University of Bremen, TZI, Germany",True
homepages/98/11442,"Otto von Guericke University of Magdeburg, Germany",True
homepages/03/8005,"Otto von Guericke University Magdeburg, Faculty of Computer Science, Germany",True
homepages/03/3914,"University of Hamburg, Germany",True
homepages/03/1336,"University of Kaiserslautern, Department of Computer Science, Germany",True
homepages/03/2314-1,"Martin Luther University Halle-Wittenberg, Agribusiness and Farm Management Group, Germany",True
homepages/03/1836,"Technical University of Berlin, Germany",True
homepages/03/2800,"Technical University Munich, Germany",True
homepages/03/1257,"Karlsruhe Institute of Technology, Institute of Product Development, Germany",True
homepages/03/67,"University of Kassel, Germany",True
homepages/03/7228,"Heinrich Heine University, Institute of Systems Neuroscience, Düsseldorf, Germany",True
homepages/03/3584,"Goethe University Frankfurt am Main, Germany",True
homepages/03/11345,"Dresden University of Technology, Germany",True
homepages/35/2476,"Otto Friedrich University of Bamberg, Laboratory for Semantic Information Technology, Germany",True
homepages/35/2476,"TU Munich, Department of Informatics, Germany",True
homepages/35/6810,"TU Darmstadt, Telecooperation Group, Germany",True
homepages/35/1634,"University of Bonn, Germany",True
homepages/35/1768-3,"Humboldt University Berlin, Institute of Computer Science, Germany",True
homepages/35/5849,"University of Würzburg, Germany",True
homepages/35/7092-58,"Technical University Munich, Germany",True
homepages/35/8954,"Technical University Munich, Germany",True
homepages/35/2453,"University of Marburg, Germany",True
homepages/35/892-9,"University of Hamburg, Germany",True
homepages/80/846-8,"University of Tübingen, Germany",True
homepages/80/5530,"University of Oldenburg, Germany",True
homepages/80/5218-8,"University of Regensburg, Media Informatics Group, Germany",True
homepages/80/5500,"University of Freiburg, Germany",True
homepages/80/9542,"RWTH Aachen University, Germany",True
homepages/80/2620,"University of Marburg, Germany",True
homepages/80/495-2,"University of Stuttgart, Institute for Natural Language Processing, Germany",True
homepages/80/495-2,"University of Hamburg, Department of Informatics, Germany",True
homepages/80/495-2,"TU Darmstadt, Computer Science Department, Germany",True
homepages/80/8292,"RWTH Aachen University, Germany",True
homepages/80/8672,"Carl von Ossietzky University of Oldenburg, Department of Computer Science, Germany",True
homepages/80/5161-1,"Universität des Saarlandes, Germany",True
homepages/80/2025,"Ernst-Moritz-Arndt-Universität Greifswald, Germany",True
homepages/80/1239-1,"University of Konstanz, Department of Computer and Information Science, Germany",True
homepages/80/2545,"University of Mannheim, Germany",True
homepages/80/5915-1,"Osnabrück University, Institute of Computer Science, Germany",True
homepages/80/7904,"University of Düsseldorf, Germany",True
homepages/80/7848,"University of Bremen, TZI Digital Media Lab, Germany",True
homepages/84/4673-3,"LMU Munich, Center for Sensorimotor Research, Germany",True
homepages/84/2126-1,"Technical University of Munich, Chair of Cyber Trust, Germany",True
homepages/84/2279-2,"BMW Group, Munich, Germany",True
homepages/84/8221,"Technical University of Munich, Germany",True
homepages/84/2154,"L3S Research Center, Hannover, Germany",True
homepages/84/5457,"University of Freiburg, Machine Learning Lab, Germany",True
homepages/84/8513,"Dresden University of Technology, Germany",True
homepages/84/6069,"Karlsruhe Institute of Technology, Germany",True
homepages/84/5432-2,"Karlsruhe Institute of Technology, Germany",True
homepages/84/5432-2,"University of Mannheim, Germany",True
homepages/84/1948-1,"TU Darmstadt, Department of Computer Science, Germany",True
homepages/84/1948-1,"TU Braunschweig, Department of Computer Science, Germany",True
homepages/84/11168,"University of Hamburg, Germany",True
homepages/68/1606,"Karlsruhe Institute of Technology, Germany",True
homepages/68/3728,"University of Paderborn, Germany",True
homepages/68/5654-2,"University of Erlangen-Nuremberg, Department of Electrical-Electronic-Communication Engineering, Germany",True
homepages/68/3746,"University of Regensburg, Regensburg, Germany",True
homepages/34/1650,"Karlsruhe Institute of Technology, Germany",True
homepages/34/1099,"Karslruhe Insitute of Technology (KIT), Germany",True
homepages/34/8030-1,"Technical University of Darmstadt, Germany",True
homepages/34/2617,"University of Stuttgart, Germany",True
homepages/34/8219,"Leipzig University, Germany",True
homepages/34/5115,"Technical University Munich, Germany",True
homepages/34/173,"Technical University of Berlin, Department of Mathematics, Germany",True
homepages/34/58-1,"University of Stuttgart, Institute of Parallel and Distributed Systems, Germany",True
homepages/34/7855,"University of Bremen, Germany",True
homepages/34/7116-5,"LMU Munich, Germany",True
homepages/34/5808-1,"Heidelberg University, Institute of Computer Engineering, Germany",True
homepages/34/590,"Karlsruhe Institute of Technology, Germany",True
homepages/34/590,"University of Mannheim, Germany",True
homepages/34/5725,"Saarland University, Saarbrücken, Germany",True
homepages/34/3263,"University of Oldenburg, Germany",True
homepages/34/10373,"University of Rostock, Germany",True
homepages/34/2589,"Westfälische Wilhelms-Universität Münster, Germany",True
homepages/34/6306,"University of Bremen, Germany",True
homepages/97/6102,"Heidelberg University, Germany",True
homepages/97/11106,"Technical University Munich, Germany",True
homepages/97/114-4,"University of Paderborn, Germany",True
homepages/97/9963,"University of Stuttgart, Machine Learning and Robotics Lab, Germany",True
homepages/97/6115,"TU Berlin, Machine Learning Group, Germany",True
homepages/97/4382,"University of Ulm, Germany",True
homepages/97/2668-3,"University of Tübingen, Germany",True
homepages/97/2668-3,"University of Bremen, Germany",True
homepages/97/4594,"University of Duisburg-Essen, Duisburg, Germany",True
homepages/97/4178,"Karlsruhe Institute of Technology, TECO research group, Germany",True
homepages/97/4586,"University of Freiburg, Department of Computer Science, Germany",True
homepages/97/8178,"Technical University of Dortmund, Department of Computer Science, Germany",True
homepages/97/6011,"Darmstadt University of Technology, Germany",True
homepages/97/11148,"University of Oldenburg, Germany",True
homepages/97/5806,"Dresden University of Technology, Germany",True
homepages/97/7086,"Institute of Parallel and Distributed Systems, University of Stuttgart, Stuttgart, Germany",True
homepages/97/4570,"University of Freiburg, Germany",True
homepages/62/1549,"TU Munich, Germany",True
homepages/62/4312,"Karlsruhe Institute of Technology, Germany",True
homepages/62/5333,"University of Siegen, Germany",True
homepages/62/7792,"Bauhaus University, Computer Science and Media Department, Weimar, Germany",True
homepages/62/10745,"RWTH Aachen University, Department of Psychiatry, Psychotherapy and Psychosomatics, Germany",True
homepages/62/3034,"Hochschule Ostwestfalen-Lippe, Lemgo, Germany",True
homepages/62/11204,"Hochschule der Medien, Stuttgart, Germany",True
homepages/62/964,"TU Munich, Department of Informatics, Germany",True
homepages/04/4273,"Technical University of Berlin, Department of Mathematics, Germany",True
homepages/04/6578,"Saarland University, Saarbrücken, Germany",True
homepages/04/2599,"Saarland University / DFKI, Saarbrücken, Germany",True
homepages/04/3306,"Technical University Dortmund, Germany",True
homepages/04/2060-3,"Universität Bayreuth, Germany",True
homepages/04/1237,"Otto von Guericke University Magdeburg, Germany",True
homepages/04/2389,"University of Leipzig, Department of Computer Science, Germany",True
homepages/04/2727,"Goethe University Frankfurt am Main, Germany",True
homepages/44/5314,"Technische Universität Darmstadt, Germany",True
homepages/44/4448,"University of Essen, Germany",True
homepages/44/7122,"Helmholtz Center Munich, Institute of Computational Biology, Neuherberg, Germany",True
homepages/44/7122,"Ludwig Maximilian University of Munich, Germany",True
homepages/44/6948,"University of Siegen, Germany",True
homepages/44/3371-11,"Siemens, Corporate Technology, Munich, Germany",True
homepages/44/3371-11,"Technical University Munich, Germany",True
homepages/44/9903-3,"Stuttgart University of Applied Sciences, Faculty Geomatics, Computer Science und Mathematics, Germany",True
homepages/44/3463,"Ruhr University Bochum, Germany",True
homepages/44/5987,"Technical University Munich, Germany",True
homepages/44/9903,"University of Tübingen, Germany",True
homepages/44/8473,"University of Düsseldorf, Germany",True
homepages/44/9596,"Heidelberg University, HCI, Germany",True
homepages/44/4539,"University of Duisburg-Essen, Intelligent Systems, Germany",True
homepages/44/10641-2,"University of Stuttgart, Institute for Visualization and Interactive Systems, Germany",True
homepages/99/4760-5,"University of Applied Sciences Bielefeld, Germany",True
homepages/99/3327,"RWTH Aachen University, Visual Computing Institute, Germany",True
homepages/99/3327,"TU Munich, Department of Computer Science, Germany",True
homepages/99/3327,"University of Bonn, Institute for Computer Science, Germany",True
homepages/99/3327,"University of Freiburg, Department of Computer Science, Germany",True
